"Statistic Label","Census Year","Electoral Divisions","UNIT","VALUE"
"Males - 2022","2022","Tullynaught, Donegal","Number","335"
"Males - 2022","2022","Turmone, Donegal","Number","149"
"Males - 2022","2022","Urney West, Donegal","Number","329"
"Males - 2022","2022","West Donegal, Donegal","Number","357"
"Males - 2022","2022","Whitecastle, Donegal","Number","476"
"Males - 2022","2022","Aghabog, Monaghan","Number","171"
"Males - 2022","2022","Anketell Grove, Monaghan","Number","659"
"Males - 2022","2022","Annayalla, Monaghan","Number","296"
"Males - 2022","2022","Anny, Monaghan","Number","212"
"Males - 2022","2022","Ballybay Rural, Monaghan","Number","787"
"Males - 2022","2022","Ballybay Urban, Monaghan","Number","167"
"Males - 2022","2022","Ballymackney, Monaghan","Number","511"
"Males - 2022","2022","Bellanode, Monaghan","Number","775"
"Males - 2022","2022","Bellatrain, Monaghan","Number","137"
"Males - 2022","2022","Bocks, Monaghan","Number","408"
"Males - 2022","2022","Bragan, Monaghan","Number","168"
"Males - 2022","2022","Broomfield, Monaghan","Number","441"
"Males - 2022","2022","Caddagh, Monaghan","Number","267"
"Males - 2022","2022","Carrickaslane, Monaghan","Number","363"
"Males - 2022","2022","Carrickatee, Monaghan","Number","194"
"Males - 2022","2022","Carrickmacross Rural, Monaghan","Number","2050"
"Males - 2022","2022","Carrickmacross Urban, Monaghan","Number","1143"
"Males - 2022","2022","Castleblayney Rural, Monaghan","Number","1927"
"Males - 2022","2022","Castleblayney Urban, Monaghan","Number","527"
"Males - 2022","2022","Castleshane, Monaghan","Number","507"
"Males - 2022","2022","Church Hill, Monaghan","Number","388"
"Males - 2022","2022","Clones Rural, Monaghan","Number","791"
"Males - 2022","2022","Clones Urban, Monaghan","Number","585"
"Males - 2022","2022","Clones, Monaghan","Number","261"
"Males - 2022","2022","Clontibret, Monaghan","Number","400"
"Males - 2022","2022","Cormeen, Monaghan","Number","278"
"Males - 2022","2022","Corracharra, Monaghan","Number","169"
"Males - 2022","2022","Creeve, Monaghan","Number","389"
"Males - 2022","2022","Cremartin, Monaghan","Number","646"
"Males - 2022","2022","Crossalare, Monaghan","Number","407"
"Males - 2022","2022","Currin, Monaghan","Number","372"
"Males - 2022","2022","Dawsongrove, Monaghan","Number","367"
"Males - 2022","2022","Derrygorry, Monaghan","Number","159"
"Males - 2022","2022","Donaghmoyne, Monaghan","Number","378"
"Males - 2022","2022","Drum, Monaghan","Number","93"
"Males - 2022","2022","Drumboory, Monaghan","Number","298"
"Males - 2022","2022","Drumcarrow, Monaghan","Number","258"
"Males - 2022","2022","Drumgurra, Monaghan","Number","395"
"Males - 2022","2022","Drumhillagh, Monaghan","Number","366"
"Males - 2022","2022","Drummully, Monaghan","Number","69"
"Males - 2022","2022","Drumsnat, Monaghan","Number","537"
"Males - 2022","2022","Emyvale, Monaghan","Number","568"
"Males - 2022","2022","Enagh, Monaghan, 177043","Number","285"
"Males - 2022","2022","Enagh, Monaghan, 177044","Number","462"
"Males - 2022","2022","Figullar, Monaghan","Number","283"
"Males - 2022","2022","Glaslough, Monaghan","Number","472"
"Males - 2022","2022","Greagh, Monaghan","Number","241"
"Males - 2022","2022","Inishkeen, Monaghan","Number","593"
"Males - 2022","2022","Killeevan, Monaghan","Number","180"
"Males - 2022","2022","Killylough, Monaghan","Number","315"
"Males - 2022","2022","Killynenagh, Monaghan","Number","109"
"Males - 2022","2022","Kilmore, Monaghan","Number","255"
"Males - 2022","2022","Kilmurry, Monaghan","Number","337"
"Males - 2022","2022","Kiltybegs, Monaghan","Number","382"
"Males - 2022","2022","Laragh, Monaghan","Number","304"
"Males - 2022","2022","Lisnaveane, Monaghan","Number","227"
"Males - 2022","2022","Lough Fea, Monaghan","Number","350"
"Males - 2022","2022","Monaghan Rural, Monaghan","Number","3135"
"Males - 2022","2022","Monaghan Urban, Monaghan","Number","1085"
"Males - 2022","2022","Mullyash, Monaghan","Number","213"
"Males - 2022","2022","Newbliss, Monaghan","Number","469"
"Males - 2022","2022","Rackwallace, Monaghan","Number","473"
"Males - 2022","2022","Raferagh, Monaghan","Number","232"
"Males - 2022","2022","Scotstown, Monaghan","Number","617"
"Males - 2022","2022","Shanmullagh, Monaghan","Number","128"
"Males - 2022","2022","Sheskin, Monaghan","Number","357"
"Males - 2022","2022","St. Tierney, Monaghan","Number","210"
"Males - 2022","2022","Tedavnet, Monaghan","Number","514"
"Males - 2022","2022","Tehallan, Monaghan","Number","446"
"Males - 2022","2022","Tullycorbet, Monaghan","Number","336"
"Males - 2022","2022","Ireland","Number","2544549"
"Females - 2022","2022","Agha, Carlow","Number","209"
"Females - 2022","2022","Ballinacarrig, Carlow","Number","584"
"Females - 2022","2022","Ballintemple, Carlow","Number","309"
"Females - 2022","2022","Ballon, Carlow","Number","407"
"Females - 2022","2022","Ballyellin, Carlow","Number","229"
"Females - 2022","2022","Ballymoon, Carlow","Number","168"
"Females - 2022","2022","Ballymurphy, Carlow","Number","135"
"Females - 2022","2022","Borris, Carlow","Number","564"
"Females - 2022","2022","Burton Hall, Carlow","Number","261"
"Females - 2022","2022","Carlow Rural, Carlow","Number","8261"
"Females - 2022","2022","Carlow Urban, Carlow","Number","2416"
"Females - 2022","2022","Clogrenan, Carlow","Number","556"
"Females - 2022","2022","Clonegall, Carlow","Number","575"
"Females - 2022","2022","Clonmore, Carlow","Number","277"
"Females - 2022","2022","Coonogue, Carlow","Number","98"
"Females - 2022","2022","Corries, Carlow","Number","283"
"Females - 2022","2022","Cranemore, Carlow","Number","581"
"Females - 2022","2022","Fennagh, Carlow","Number","424"
"Females - 2022","2022","Garryhill, Carlow","Number","316"
"Females - 2022","2022","Glynn, Carlow","Number","201"
"Females - 2022","2022","Graigue Urban, Carlow","Number","828"
"Females - 2022","2022","Grangeford, Carlow","Number","311"
"Females - 2022","2022","Hacketstown, Carlow","Number","583"
"Females - 2022","2022","Haroldstown, Carlow","Number","167"
"Females - 2022","2022","Johnstown, Carlow","Number","315"
"Females - 2022","2022","Kellistown, Carlow","Number","484"
"Females - 2022","2022","Kilbride, Carlow","Number","224"
"Females - 2022","2022","Killedmond, Carlow","Number","226"
"Females - 2022","2022","Killerrig, Carlow","Number","203"
"Females - 2022","2022","Kineagh, Carlow","Number","189"
"Females - 2022","2022","Kyle, Carlow","Number","177"
"Females - 2022","2022","Leighlinbridge, Carlow","Number","808"
"Females - 2022","2022","Marley, Carlow","Number","207"
"Females - 2022","2022","Muinebeag Rural, Carlow","Number","357"
"Females - 2022","2022","Muinebeag Urban, Carlow","Number","1462"
"Females - 2022","2022","Myshall, Carlow","Number","313"
"Females - 2022","2022","Nurney, Carlow","Number","428"
"Females - 2022","2022","Oldleighlin, Carlow","Number","294"
"Females - 2022","2022","Rahill, Carlow","Number","409"
"Females - 2022","2022","Rathanna, Carlow","Number","63"
"Females - 2022","2022","Rathornan, Carlow","Number","227"
"Females - 2022","2022","Rathrush, Carlow","Number","572"
"Females - 2022","2022","Rathvilly, Carlow","Number","487"
"Females - 2022","2022","Ridge, Carlow","Number","149"
"Females - 2022","2022","Shangarry, Carlow","Number","276"
"Females - 2022","2022","Sliguff, Carlow","Number","270"
"Females - 2022","2022","Tankardstown, Carlow","Number","243"
"Females - 2022","2022","Templepeter, Carlow","Number","248"
"Females - 2022","2022","Tiknock, Carlow","Number","166"
"Females - 2022","2022","Tinnahinch, Carlow","Number","326"
"Females - 2022","2022","Tullow Rural, Carlow","Number","507"
"Females - 2022","2022","Tullow Urban, Carlow","Number","2302"
"Females - 2022","2022","Tullowbeg, Carlow","Number","312"
"Females - 2022","2022","Williamstown, Carlow","Number","159"
"Females - 2022","2022","Arran Quay A, Dublin City","Number","845"
"Females - 2022","2022","Arran Quay B, Dublin City","Number","2716"
"Females - 2022","2022","Arran Quay C, Dublin City","Number","2217"
"Females - 2022","2022","Arran Quay D, Dublin City","Number","1590"
"Females - 2022","2022","Arran Quay E, Dublin City","Number","1719"
"Females - 2022","2022","Ashtown A, Dublin City","Number","6114"
"Females - 2022","2022","Ashtown B, Dublin City","Number","1471"
"Females - 2022","2022","Ayrfield, Dublin City","Number","3029"
"Females - 2022","2022","Ballybough A, Dublin City","Number","2008"
"Females - 2022","2022","Ballybough B, Dublin City","Number","1998"
"Females - 2022","2022","Ballygall A, Dublin City","Number","1848"
"Females - 2022","2022","Ballygall B, Dublin City","Number","1047"
"Females - 2022","2022","Ballygall C, Dublin City","Number","1882"
"Females - 2022","2022","Ballygall D, Dublin City","Number","1284"
"Females - 2022","2022","Ballymun A, Dublin City","Number","2975"
"Females - 2022","2022","Ballymun B, Dublin City","Number","2185"
"Females - 2022","2022","Ballymun C, Dublin City","Number","2965"
"Females - 2022","2022","Ballymun D, Dublin City","Number","1311"
"Females - 2022","2022","Ballymun E, Dublin City","Number","890"
"Females - 2022","2022","Ballymun F, Dublin City","Number","1218"
"Females - 2022","2022","Beaumont A, Dublin City","Number","1380"
"Females - 2022","2022","Beaumont B, Dublin City","Number","2641"
"Females - 2022","2022","Beaumont C, Dublin City","Number","1776"
"Females - 2022","2022","Beaumont D, Dublin City","Number","1056"
"Females - 2022","2022","Beaumont E, Dublin City","Number","982"
"Females - 2022","2022","Beaumont F, Dublin City","Number","2031"
"Females - 2022","2022","Botanic A, Dublin City","Number","1819"
"Females - 2022","2022","Botanic B, Dublin City","Number","1839"
"Females - 2022","2022","Botanic C, Dublin City","Number","1219"
"Females - 2022","2022","Cabra East A, Dublin City","Number","2938"
"Females - 2022","2022","Cabra East B, Dublin City","Number","1935"
"Females - 2022","2022","Cabra East C, Dublin City","Number","2035"
"Females - 2022","2022","Cabra West A, Dublin City","Number","713"
"Females - 2022","2022","Cabra West B, Dublin City","Number","1359"
"Females - 2022","2022","Cabra West C, Dublin City","Number","1463"
"Females - 2022","2022","Cabra West D, Dublin City","Number","1399"
"Females - 2022","2022","Carna, Dublin City","Number","1469"
"Females - 2022","2022","Chapelizod, Dublin City","Number","1774"
"Females - 2022","2022","Cherry Orchard A, Dublin City","Number","1303"
"Females - 2022","2022","Cherry Orchard C, Dublin City","Number","2434"
"Females - 2022","2022","Clontarf East A, Dublin City","Number","1867"
"Females - 2022","2022","Clontarf East B, Dublin City","Number","3720"
"Females - 2022","2022","Clontarf East C, Dublin City","Number","1685"
"Females - 2022","2022","Clontarf East D, Dublin City","Number","1536"
"Females - 2022","2022","Clontarf East E, Dublin City","Number","933"
"Females - 2022","2022","Clontarf West A, Dublin City","Number","1976"
"Females - 2022","2022","Clontarf West B, Dublin City","Number","1265"
"Females - 2022","2022","Clontarf West C, Dublin City","Number","2102"
"Females - 2022","2022","Clontarf West D, Dublin City","Number","1272"
"Females - 2022","2022","Clontarf West E, Dublin City","Number","1292"
"Females - 2022","2022","Crumlin A, Dublin City","Number","1898"
"Females - 2022","2022","Crumlin B, Dublin City","Number","1511"
"Females - 2022","2022","Crumlin C, Dublin City","Number","1249"
"Females - 2022","2022","Crumlin D, Dublin City","Number","2213"
"Females - 2022","2022","Crumlin E, Dublin City","Number","1522"
"Females - 2022","2022","Crumlin F, Dublin City","Number","1701"
"Females - 2022","2022","Decies, Dublin City","Number","1413"
"Females - 2022","2022","Drumcondra South A, Dublin City","Number","3092"
"Females - 2022","2022","Drumcondra South B, Dublin City","Number","945"
"Females - 2022","2022","Drumcondra South C, Dublin City","Number","1751"
"Females - 2022","2022","Drumfinn, Dublin City","Number","1796"
"Females - 2022","2022","Edenmore, Dublin City","Number","1529"
"Females - 2022","2022","Finglas North A, Dublin City","Number","1668"
"Females - 2022","2022","Finglas North B, Dublin City","Number","1535"
"Females - 2022","2022","Finglas North C, Dublin City","Number","1879"
"Females - 2022","2022","Finglas South A, Dublin City","Number","1480"
"Females - 2022","2022","Finglas South B, Dublin City","Number","2357"
"Females - 2022","2022","Finglas South C, Dublin City","Number","1336"
"Females - 2022","2022","Finglas South D, Dublin City","Number","1311"
"Females - 2022","2022","Grace Park, Dublin City","Number","3199"
"Females - 2022","2022","Grange A, Dublin City","Number","6413"
"Females - 2022","2022","Grange B, Dublin City","Number","3820"
"Females - 2022","2022","Grange C, Dublin City","Number","1564"
"Females - 2022","2022","Grange D, Dublin City","Number","2058"
"Females - 2022","2022","Grange E, Dublin City","Number","1328"
"Females - 2022","2022","Harmonstown A, Dublin City","Number","1506"
"Females - 2022","2022","Harmonstown B, Dublin City","Number","1501"
"Females - 2022","2022","Inchicore A, Dublin City","Number","1264"
"Females - 2022","2022","Inchicore B, Dublin City","Number","1378"
"Females - 2022","2022","Inns Quay A, Dublin City","Number","1708"
"Females - 2022","2022","Inns Quay B, Dublin City","Number","2172"
"Females - 2022","2022","Inns Quay C, Dublin City","Number","1549"
"Females - 2022","2022","Kilmainham A, Dublin City","Number","1320"
"Females - 2022","2022","Kilmainham B, Dublin City","Number","1333"
"Females - 2022","2022","Kilmainham C, Dublin City","Number","2517"
"Females - 2022","2022","Kilmore A, Dublin City","Number","1881"
"Females - 2022","2022","Kilmore B, Dublin City","Number","1346"
"Females - 2022","2022","Kilmore C, Dublin City","Number","738"
"Females - 2022","2022","Kilmore D, Dublin City","Number","1085"
"Females - 2022","2022","Kimmage A, Dublin City","Number","982"
"Females - 2022","2022","Kimmage B, Dublin City","Number","1840"
"Females - 2022","2022","Kimmage C, Dublin City","Number","1884"
"Females - 2022","2022","Kimmage D, Dublin City","Number","1338"
"Females - 2022","2022","Kimmage E, Dublin City","Number","1795"
"Females - 2022","2022","Kylemore, Dublin City","Number","1328"
"Females - 2022","2022","Mansion House A, Dublin City","Number","2191"
"Females - 2022","2022","Mansion House B, Dublin City","Number","484"
"Females - 2022","2022","Merchants Quay A, Dublin City","Number","1218"
"Females - 2022","2022","Merchants Quay B, Dublin City","Number","2159"
"Females - 2022","2022","Merchants Quay C, Dublin City","Number","1904"
"Females - 2022","2022","Merchants Quay D, Dublin City","Number","1337"
"Females - 2022","2022","Merchants Quay E, Dublin City","Number","1336"
"Females - 2022","2022","Merchants Quay F, Dublin City","Number","1225"
"Females - 2022","2022","Mountjoy A, Dublin City","Number","3550"
"Females - 2022","2022","Mountjoy B, Dublin City","Number","2131"
"Females - 2022","2022","North City, Dublin City","Number","3169"
"Females - 2022","2022","North Dock A, Dublin City","Number","650"
"Females - 2022","2022","North Dock B, Dublin City","Number","4971"
"Females - 2022","2022","North Dock C, Dublin City","Number","2073"
"Females - 2022","2022","Pembroke East A, Dublin City","Number","2621"
"Females - 2022","2022","Pembroke East B, Dublin City","Number","1999"
"Females - 2022","2022","Pembroke East C, Dublin City","Number","2299"
"Females - 2022","2022","Pembroke East D, Dublin City","Number","2872"
"Females - 2022","2022","Pembroke East E, Dublin City","Number","2021"
"Females - 2022","2022","Pembroke West A, Dublin City","Number","2644"
"Females - 2022","2022","Pembroke West B, Dublin City","Number","1637"
"Females - 2022","2022","Pembroke West C, Dublin City","Number","2207"
"Females - 2022","2022","Phoenix Park, Dublin City","Number","751"
"Females - 2022","2022","Priorswood A, Dublin City","Number","811"
"Females - 2022","2022","Priorswood B, Dublin City","Number","1453"
"Females - 2022","2022","Priorswood C, Dublin City","Number","2609"
"Females - 2022","2022","Priorswood D, Dublin City","Number","1381"
"Females - 2022","2022","Priorswood E, Dublin City","Number","1417"
"Females - 2022","2022","Raheny-Foxfield, Dublin City","Number","1326"
"Females - 2022","2022","Raheny-Greendale, Dublin City","Number","1193"
"Females - 2022","2022","Raheny-St. Assam, Dublin City","Number","1994"
"Females - 2022","2022","Rathfarnham, Dublin City","Number","3112"
"Females - 2022","2022","Rathmines East A, Dublin City","Number","2598"
"Females - 2022","2022","Rathmines East B, Dublin City","Number","3038"
"Females - 2022","2022","Rathmines East C, Dublin City","Number","1828"
"Females - 2022","2022","Rathmines East D, Dublin City","Number","1456"
"Females - 2022","2022","Rathmines West A, Dublin City","Number","3032"
"Females - 2022","2022","Rathmines West B, Dublin City","Number","1893"
"Females - 2022","2022","Rathmines West C, Dublin City","Number","1562"
"Females - 2022","2022","Rathmines West D, Dublin City","Number","1648"
"Females - 2022","2022","Rathmines West E, Dublin City","Number","1965"
"Females - 2022","2022","Rathmines West F, Dublin City","Number","1518"
"Females - 2022","2022","Rotunda A, Dublin City","Number","3094"
"Females - 2022","2022","Rotunda B, Dublin City","Number","1775"
"Females - 2022","2022","Royal Exchange A, Dublin City","Number","2479"
"Females - 2022","2022","Royal Exchange B, Dublin City","Number","1055"
"Females - 2022","2022","Saint Kevin's, Dublin City","Number","2628"
"Females - 2022","2022","South Dock, Dublin City","Number","4215"
"Females - 2022","2022","Terenure A, Dublin City","Number","2055"
"Females - 2022","2022","Terenure B, Dublin City","Number","1964"
"Females - 2022","2022","Terenure C, Dublin City","Number","969"
"Females - 2022","2022","Terenure D, Dublin City","Number","393"
"Females - 2022","2022","Ushers A, Dublin City","Number","2445"
"Females - 2022","2022","Ushers B, Dublin City","Number","901"
"Females - 2022","2022","Ushers C, Dublin City","Number","2058"
"Females - 2022","2022","Ushers D, Dublin City","Number","1185"
"Females - 2022","2022","Ushers E, Dublin City","Number","933"
"Females - 2022","2022","Ushers F, Dublin City","Number","1739"
"Females - 2022","2022","Walkinstown A, Dublin City","Number","1502"
"Females - 2022","2022","Walkinstown B, Dublin City","Number","1011"
"Females - 2022","2022","Walkinstown C, Dublin City","Number","1271"
"Females - 2022","2022","Whitehall A, Dublin City","Number","1580"
"Females - 2022","2022","Whitehall B, Dublin City","Number","2284"
"Females - 2022","2022","Whitehall C, Dublin City","Number","1518"
"Females - 2022","2022","Whitehall D, Dublin City","Number","1817"
"Females - 2022","2022","Wood Quay A, Dublin City","Number","1287"
"Females - 2022","2022","Wood Quay B, Dublin City","Number","1918"
"Females - 2022","2022","Ballinascorney, South Dublin","Number","429"
"Females - 2022","2022","Ballyboden, South Dublin","Number","2715"
"Females - 2022","2022","Bohernabreena, South Dublin","Number","2902"
"Females - 2022","2022","Clondalkin Village, South Dublin","Number","4778"
"Females - 2022","2022","Clondalkin-Ballymount, South Dublin","Number","1109"
"Females - 2022","2022","Clondalkin-Cappaghmore, South Dublin","Number","1277"
"Females - 2022","2022","Clondalkin-Dunawley, South Dublin","Number","5886"
"Females - 2022","2022","Clondalkin-Monastery, South Dublin","Number","5725"
"Females - 2022","2022","Clondalkin-Moorfield, South Dublin","Number","3613"
"Females - 2022","2022","Clondalkin-Rowlagh, South Dublin","Number","2134"
"Females - 2022","2022","Edmondstown, South Dublin","Number","2928"
"Females - 2022","2022","Firhouse Village, South Dublin","Number","6279"
"Females - 2022","2022","Firhouse-Ballycullen, South Dublin","Number","5374"
"Females - 2022","2022","Firhouse-Knocklyon, South Dublin","Number","1798"
"Females - 2022","2022","Lucan Heights, South Dublin","Number","2639"
"Females - 2022","2022","Lucan-Esker, South Dublin","Number","16997"
"Females - 2022","2022","Lucan-St. Helens, South Dublin","Number","8456"
"Females - 2022","2022","Newcastle, South Dublin","Number","2820"
"Females - 2022","2022","Palmerston Village, South Dublin","Number","1912"
"Females - 2022","2022","Palmerston West, South Dublin","Number","3787"
"Females - 2022","2022","Rathcoole, South Dublin","Number","3312"
"Females - 2022","2022","Rathfarnham Village, South Dublin","Number","1655"
"Females - 2022","2022","Rathfarnham-Ballyroan, South Dublin","Number","1439"
"Females - 2022","2022","Rathfarnham-Butterfield, South Dublin","Number","1731"
"Females - 2022","2022","Rathfarnham-Hermitage, South Dublin","Number","2304"
"Females - 2022","2022","Rathfarnham-St. Enda's, South Dublin","Number","2082"
"Females - 2022","2022","Saggart, South Dublin","Number","2805"
"Females - 2022","2022","Tallaght-Avonbeg, South Dublin","Number","806"
"Females - 2022","2022","Tallaght-Belgard, South Dublin","Number","814"
"Females - 2022","2022","Tallaght-Fettercairn, South Dublin","Number","5863"
"Females - 2022","2022","Tallaght-Glenview, South Dublin","Number","1096"
"Females - 2022","2022","Tallaght-Jobstown, South Dublin","Number","9353"
"Females - 2022","2022","Tallaght-Killinardan, South Dublin","Number","2017"
"Females - 2022","2022","Tallaght-Kilnamanagh, South Dublin","Number","2247"
"Females - 2022","2022","Tallaght-Kiltipper, South Dublin","Number","4813"
"Females - 2022","2022","Tallaght-Kingswood, South Dublin","Number","2184"
"Females - 2022","2022","Tallaght-Millbrook, South Dublin","Number","1738"
"Females - 2022","2022","Tallaght-Oldbawn, South Dublin","Number","2255"
"Females - 2022","2022","Tallaght-Springfield, South Dublin","Number","5691"
"Females - 2022","2022","Tallaght-Tymon, South Dublin","Number","2712"
"Females - 2022","2022","Templeogue Village, South Dublin","Number","1225"
"Females - 2022","2022","Templeogue-Cypress, South Dublin","Number","1448"
"Females - 2022","2022","Templeogue-Kimmage Manor, South Dublin","Number","2509"
"Females - 2022","2022","Templeogue-Limekiln, South Dublin","Number","2020"
"Females - 2022","2022","Templeogue-Orwell, South Dublin","Number","1005"
"Females - 2022","2022","Templeogue-Osprey, South Dublin","Number","1160"
"Females - 2022","2022","Terenure-Cherryfield, South Dublin","Number","1172"
"Females - 2022","2022","Terenure-Greentrees, South Dublin","Number","1540"
"Females - 2022","2022","Terenure-St. James, South Dublin","Number","1275"
"Females - 2022","2022","Airport, Fingal","Number","3121"
"Females - 2022","2022","Balbriggan Rural, Fingal","Number","9983"
"Females - 2022","2022","Balbriggan Urban, Fingal","Number","4067"
"Females - 2022","2022","Baldoyle, Fingal","Number","4193"
"Females - 2022","2022","Balgriffin, Fingal","Number","2876"
"Females - 2022","2022","Ballyboghil, Fingal","Number","839"
"Females - 2022","2022","Balscadden, Fingal","Number","357"
"Females - 2022","2022","Blanchardstown-Abbotstown, Fingal","Number","3337"
"Females - 2022","2022","Blanchardstown-Blakestown, Fingal","Number","22181"
"Females - 2022","2022","Blanchardstown-Coolmine, Fingal","Number","5617"
"Females - 2022","2022","Blanchardstown-Corduff, Fingal","Number","1924"
"Females - 2022","2022","Blanchardstown-Delwood, Fingal","Number","2610"
"Females - 2022","2022","Blanchardstown-Mulhuddart, Fingal","Number","2135"
"Females - 2022","2022","Blanchardstown-Roselawn, Fingal","Number","826"
"Females - 2022","2022","Blanchardstown-Tyrrelstown, Fingal","Number","1781"
"Females - 2022","2022","Castleknock-Knockmaroon, Fingal","Number","10753"
"Females - 2022","2022","Castleknock-Park, Fingal","Number","3191"
"Females - 2022","2022","Clonmethan, Fingal","Number","447"
"Females - 2022","2022","Donabate, Fingal","Number","5960"
"Females - 2022","2022","Dubber, Fingal","Number","4506"
"Females - 2022","2022","Garristown, Fingal","Number","892"
"Females - 2022","2022","Hollywood, Fingal","Number","738"
"Females - 2022","2022","Holmpatrick, Fingal","Number","2127"
"Females - 2022","2022","Howth, Fingal","Number","4320"
"Females - 2022","2022","Kilsallaghan, Fingal","Number","1224"
"Females - 2022","2022","Kinsaley, Fingal","Number","5836"
"Females - 2022","2022","Lucan North, Fingal","Number","917"
"Females - 2022","2022","Lusk, Fingal","Number","5469"
"Females - 2022","2022","Malahide East, Fingal","Number","4333"
"Females - 2022","2022","Malahide West, Fingal","Number","3023"
"Females - 2022","2022","Portmarnock North, Fingal","Number","2077"
"Females - 2022","2022","Portmarnock South, Fingal","Number","2422"
"Females - 2022","2022","Rush, Fingal","Number","5704"
"Females - 2022","2022","Skerries, Fingal","Number","4585"
"Females - 2022","2022","Sutton, Fingal","Number","3013"
"Females - 2022","2022","Swords Village, Fingal","Number","1405"
"Females - 2022","2022","Swords-Forrest, Fingal","Number","8080"
"Females - 2022","2022","Swords-Glasmore, Fingal","Number","3838"
"Females - 2022","2022","Swords-Lissenhall, Fingal","Number","6088"
"Females - 2022","2022","Swords-Seatown, Fingal","Number","3834"
"Females - 2022","2022","The Ward, Fingal","Number","6499"
"Females - 2022","2022","Turnapin, Fingal","Number","846"
"Females - 2022","2022","Ballinteer-Broadford, Dún Laoghaire-Rathdown","Number","1298"
"Females - 2022","2022","Ballinteer-Ludford, Dún Laoghaire-Rathdown","Number","1072"
"Females - 2022","2022","Ballinteer-Marley, Dún Laoghaire-Rathdown","Number","1155"
"Females - 2022","2022","Ballinteer-Meadowbroads, Dún Laoghaire-Rathdown","Number","876"
"Females - 2022","2022","Ballinteer-Meadowmount, Dún Laoghaire-Rathdown","Number","985"
"Females - 2022","2022","Ballinteer-Woodpark, Dún Laoghaire-Rathdown","Number","2753"
"Females - 2022","2022","Ballybrack, Dún Laoghaire-Rathdown","Number","1500"
"Females - 2022","2022","Blackrock-Booterstown, Dún Laoghaire-Rathdown","Number","1926"
"Females - 2022","2022","Blackrock-Carysfort, Dún Laoghaire-Rathdown","Number","3253"
"Females - 2022","2022","Blackrock-Central, Dún Laoghaire-Rathdown","Number","1955"
"Females - 2022","2022","Blackrock-Glenomena, Dún Laoghaire-Rathdown","Number","1035"
"Females - 2022","2022","Blackrock-Monkstown, Dún Laoghaire-Rathdown","Number","1793"
"Females - 2022","2022","Blackrock-Newpark, Dún Laoghaire-Rathdown","Number","1240"
"Females - 2022","2022","Blackrock-Seapoint, Dún Laoghaire-Rathdown","Number","807"
"Females - 2022","2022","Blackrock-Stradbrook, Dún Laoghaire-Rathdown","Number","1394"
"Females - 2022","2022","Blackrock-Templehill, Dún Laoghaire-Rathdown","Number","1478"
"Females - 2022","2022","Blackrock-Williamstown, Dún Laoghaire-Rathdown","Number","1490"
"Females - 2022","2022","Cabinteely-Granitefield, Dún Laoghaire-Rathdown","Number","1406"
"Females - 2022","2022","Cabinteely-Kilbogget, Dún Laoghaire-Rathdown","Number","1380"
"Females - 2022","2022","Cabinteely-Loughlinstown, Dún Laoghaire-Rathdown","Number","2775"
"Females - 2022","2022","Cabinteely-Pottery, Dún Laoghaire-Rathdown","Number","2658"
"Females - 2022","2022","Churchtown-Castle, Dún Laoghaire-Rathdown","Number","969"
"Females - 2022","2022","Churchtown-Landscape, Dún Laoghaire-Rathdown","Number","726"
"Females - 2022","2022","Churchtown-Nutgrove, Dún Laoghaire-Rathdown","Number","1643"
"Females - 2022","2022","Churchtown-Orwell, Dún Laoghaire-Rathdown","Number","1021"
"Females - 2022","2022","Churchtown-Woodlawn, Dún Laoghaire-Rathdown","Number","773"
"Females - 2022","2022","Clonskeagh-Belfield, Dún Laoghaire-Rathdown","Number","2167"
"Females - 2022","2022","Clonskeagh-Farranboley, Dún Laoghaire-Rathdown","Number","924"
"Females - 2022","2022","Clonskeagh-Milltown, Dún Laoghaire-Rathdown","Number","1178"
"Females - 2022","2022","Clonskeagh-Roebuck, Dún Laoghaire-Rathdown","Number","1775"
"Females - 2022","2022","Clonskeagh-Windy Arbour, Dún Laoghaire-Rathdown","Number","1569"
"Females - 2022","2022","Dalkey Hill, Dún Laoghaire-Rathdown","Number","824"
"Females - 2022","2022","Dalkey Upper, Dún Laoghaire-Rathdown","Number","1126"
"Females - 2022","2022","Dalkey-Avondale, Dún Laoghaire-Rathdown","Number","763"
"Females - 2022","2022","Dalkey-Bullock, Dún Laoghaire-Rathdown","Number","986"
"Females - 2022","2022","Dalkey-Coliemore, Dún Laoghaire-Rathdown","Number","734"
"Females - 2022","2022","Dundrum-Balally, Dún Laoghaire-Rathdown","Number","4430"
"Females - 2022","2022","Dundrum-Kilmacud, Dún Laoghaire-Rathdown","Number","1795"
"Females - 2022","2022","Dundrum-Sandyford, Dún Laoghaire-Rathdown","Number","3986"
"Females - 2022","2022","Dundrum-Sweetmount, Dún Laoghaire-Rathdown","Number","1358"
"Females - 2022","2022","Dundrum-Taney, Dún Laoghaire-Rathdown","Number","1442"
"Females - 2022","2022","Dún Laoghaire-East Central, Dún Laoghaire-Rathdown","Number","1389"
"Females - 2022","2022","Dún Laoghaire-Glasthule, Dún Laoghaire-Rathdown","Number","1606"
"Females - 2022","2022","Dún Laoghaire-Glenageary, Dún Laoghaire-Rathdown","Number","2344"
"Females - 2022","2022","Dún Laoghaire-Monkstown Farm, Dún Laoghaire-Rathdown","Number","1192"
